Italy.Root.Sw.Sw11.3.ITS1	Italy.Soil.It.Sw11.3.ITS1	Italy.Root.Sw.Sw43.2.ITS1	Italy.Soil.It.Sw11.2.ITS1	Italy.Soil.Sw.It41.3.ITS1	Italy.Soil.It.Sw7.3.ITS1	Italy.Soil.It.It24.3.ITS1	Italy.Root.Sw.It32.2.ITS1	Italy.Soil.Sw.It32.1.ITS1	Italy.Soil.Sw.Sw47.2.ITS1	Italy.Soil.Sw.It15.2.ITS1	Italy.Soil.It.It15.3.ITS1	Italy.Root.Sw.Sw47.3.ITS1	Italy.Soil.Sw.It24.3.ITS1	Italy.Soil.It.It41.3.ITS1	Italy.Root.Sw.It24.1.ITS1	Italy.Soil.Sw.It15.1.ITS1	Italy.Root.Sw.Sw7.1.ITS1	Italy.Soil.It.It32.2.ITS1	Italy.Root.Sw.Sw11.1.ITS1	Italy.Soil.It.It32.3.ITS1	Italy.Soil.It.It41.1.ITS1	Italy.Soil.It.Sw11.1.ITS1	Italy.Soil.It.It24.2.ITS1	Italy.Soil.Sw.Sw7.2.ITS1	Italy.Soil.It.Sw43.2.ITS1	Italy.Root.Sw.Sw47.2.ITS1	Italy.Root.Sw.It24.3.ITS1	Italy.Root.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw7.1.ITS1	Italy.Soil.Sw.It15.3.ITS1	Italy.Root.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw47.1.ITS1	Italy.Soil.It.Sw47.1.ITS1	Italy.Root.Sw.It41.3.ITS1	Italy.Root.Sw.Sw43.3.ITS1	Italy.Soil.Sw.Sw43.3.ITS1	Italy.Root.Sw.It32.3.ITS1	Italy.Soil.Sw.Sw11.1.ITS1	Italy.Root.Sw.It41.2.ITS1	Italy.Root.Sw.Sw43.1.ITS1	Italy.Soil.It.Sw43.3.ITS1	Italy.Soil.It.It15.2.ITS1	Italy.Soil.It.Sw47.2.ITS1	Italy.Soil.Sw.It32.3.ITS1	Italy.Soil.Sw.It24.2.ITS1	Italy.Soil.Sw.Sw43.1.ITS1	Italy.Soil.Sw.Sw11.3.ITS1	Italy.Root.Sw.It41.1.ITS1	Italy.Soil.It.Sw43.1.ITS1	Italy.Soil.Sw.Sw43.2.ITS1	Italy.Soil.Sw.It32.2.ITS1	Italy.Soil.It.It41.2.ITS1	Italy.Root.Sw.It15.1.ITS1	Italy.Soil.It.Sw47.3.ITS1	Italy.Soil.Sw.Sw11.2.ITS1	Italy.Soil.Sw.It24.1.ITS1	Italy.Soil.Sw.Sw7.3.ITS1	Italy.Soil.Sw.Sw47.3.ITS1	Italy.Root.Sw.It15.2.ITS1	Italy.Root.Sw.Sw7.2.ITS1	Italy.Root.Sw.It15.3.ITS1	Italy.Soil.Sw.Sw7.1.ITS1	Italy.Soil.It.Sw7.2.ITS1	Italy.Soil.Sw.It41.2.ITS1	Italy.Soil.Sw.It41.1.ITS1	Italy.Root.Sw.Sw7.3.ITS1	Italy.Soil.It.It24.1.ITS1	Italy.Soil.It.It15.1.ITS1	Italy.Soil.It.It32.1.ITS1	Italy.Root.Sw.Sw11.2.ITS1	Italy.Root.Sw.It32.1.ITS1	Italy.Root.It.Sw7.1.ITS1	Sweden.Root.Sw.Sw.6.ITS1	Italy.Root.It.It32.2.ITS1	Sweden.Soil.Sw.Sw.2.ITS1	Sweden.Root.Sw.Sw.2.ITS1	Italy.Soil.Unplanted.Ita.1.ITS1	Sweden.Root.Sw.Sw.1.ITS1	Sweden.DP.Soil.Sw.Sw.3.ITS1	Sweden.Root.Sw.Sw.3.ITS1	Italy.Root.It.It41.1.ITS1	Sweden.Root.Sw.Sw.4.ITS1	Italy.Root.It.Sw7.2.ITS1	Sweden.Soil.Unplanted.Sw.3.ITS1	Italy.Root.It.It24.3.ITS1	Sweden.DP.Soil.Sw.It.3.ITS1	Italy.Soil.Unplanted.Ita.2.ITS1	Sweden.Soil.Sw.Sw.5.ITS1	Italy.Root.It.Sw7.3.ITS1	Sweden.Soil.Sw.Sw.1.ITS1	Italy.Root.It.Sw43.2.ITS1	Italy.Root.It.It15.1.ITS1	Italy.Root.It.It15.2.ITS1	Italy.Root.It.It41.3.ITS1	Sweden.DP.Soil.Sw.Sw.1.ITS1	Sweden.Soil.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.2.ITS1	Sweden.Soil.It.Sw.1.ITS1	Italy.Root.It.Sw43.1.ITS1	Sweden.Root.Sw.Sw.5.ITS1	Sweden.DP.Soil.It.Sw.1.ITS1	Sweden.Root.It.Sw.1.ITS1	Sweden.Root.It.Sw.4.ITS1	Italy.Soil.Unplanted.Swe2.ITS1	Sweden.Soil.Unplanted.It.1.ITS1	Italy.Root.It.Sw47.2.ITS1	Italy.Root.It.Sw43.3.ITS1	Italy.Root.It.It41.2.ITS1	Sweden.DP.Soil.Sw.It.1.ITS1	Italy.Root.It.Sw11.1.ITS1	Sweden.Soil.Sw.Sw.4.ITS1	Sweden.Soil.It.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.2.ITS1	Italy.Root.It.Sw11.2.ITS1	Italy.Soil.Unplanted.Swe1.ITS1	Sweden.Root.It.Sw.3.ITS1	Italy.Root.It.Sw11.3.ITS1	Sweden.Soil.Sw.Sw.6.ITS1	Sweden.Soil.Unplanted.Sw.1.ITS1	Italy.Soil.Unplanted.Swe3.ITS1	Sweden.Root.It.Sw.6.ITS1	Italy.Root.It.It24.2.ITS1	Italy.Root.It.Sw47.1.ITS1	Italy.Root.It.Sw47.3.ITS1	Sweden.Soil.It.Sw.5.ITS1	Sweden.DP.Soil.It.It.3.ITS1	Italy.Root.It.It24.1.ITS1	Sweden.Soil.Sw.Sw.3.ITS1	Sweden.DP.Soil.Sw.It.2.ITS1	Sweden.DP.Soil.It.Sw.3.ITS1	Italy.Root.It.It32.1.ITS1	Sweden.DP.Soil.Sw.Sw.2.ITS1	Sweden.Root.It.Sw.5.ITS1	Sweden.Soil.It.Sw.3.ITS1	Sweden.DP.Soil.It.It.2.ITS1	Sweden.Root.It.Sw.2.ITS1	Sweden.Soil.Unplanted.It.3.ITS1	Italy.Root.It.It32.3.ITS1	Sweden.DP.Soil.It.It.1.ITS1	Italy.Root.It.It15.3.ITS1	Sweden.DP.Soil.It.Sw.2.ITS1	Sweden.Soil.It.Sw.4.ITS1	Italy.Soil.Unplanted.Ita.3.ITS1
OTU_182	0	23	0	331	0	115	64	1	0	0	0	370	0	0	65	0	0	0	49	0	56	23	97	42	0	121	0	0	0	100	0	0	0	64	0	0	0	0	0	0	0	69	172	52	0	0	0	0	0	95	0	0	113	0	36	0	0	0	0	0	0	0	0	41	0	0	0	57	34	51	2	0	11	0	0	0	0	32	0	0	0	0	0	2	0	2	1	13	0	10	0	0	3	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	1	8	0	0	0	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
OTU_118	12	188	0	102	0	9	158	1	3	3	16	553	0	0	156	2	14	0	15	0	17	271	228	69	1	91	0	0	0	188	0	0	1	107	0	0	2	0	5	0	0	407	191	18	0	2	15	22	0	31	3	4	44	1	26	6	5	0	1	0	0	0	4	4	1	8	0	65	11	122	0	0	41	0	2	0	0	434	0	0	0	8	0	10	0	8	0	378	0	0	0	0	1	0	44	2	0	0	0	3	0	2	0	0	10	0	0	3	4	0	1	0	0	0	22	2	0	0	0	0	0	0	0	3	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	14
OTU_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_419	0	0	0	0	0	0	0	0	7	0	0	0	0	6	0	0	272	0	0	0	0	0	0	0	20	0	1	1	0	0	3	0	39	0	3	31	23	115	0	8	0	0	0	0	11	2	5	0	3	0	0	0	0	2	0	70	0	2	14	0	2	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_517	0	2	0	0	6	0	24	0	0	0	0	0	0	0	0	0	3	0	32	0	190	0	2	88	0	0	0	0	0	35	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	0	2	0	15	0	0	14	0	0	0	1	6	5	0	0	0	0	0	5	1	0	14	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
OTU_67	2043	37	2	2	2	35	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	3	1	0	0	8	0	0	0	0	0	23	0	0	57	0	0	3	1	14	0	0	2	0	0	0	0	0	191	0	0	0	14	170	0	1	2	0	0	136	0	62	5	0	1	0	0	19	3	9	0	0	0	0	0	2	41	0	0	0	0	1392	1	0	2	143	1	0	0	7	4	1	950	4	3887	0	195	4	99	2535	0	121	279	2152	4	18	0	0	21	0	72	7	89	0	0	0	481	0	0	1	0	2954	2359	222	0	21	66	0	0	0	5	0	5	128	30	200	343	19	39	136	0	2	8	0
OTU_607	0	0	1	0	5	0	0	0	5	11	69	0	0	5	0	0	32	1	0	0	1	0	0	0	20	0	1	0	1	0	4	0	35	0	0	0	5	0	33	1	0	0	0	0	11	21	7	45	0	0	15	10	0	0	0	15	2	5	10	1	1	0	4	0	21	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	2	0	2	0	0	0	0	11	0	0	0	0	1	0	0	0	59	0	0	0	0	9	0	3	0	0	0	54	0	0	5	2	0	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_130	34	0	2	0	16	1	0	6	1	4	75	0	20	4	0	30	97	102	0	1057	0	7	3	0	63	0	46	17	788	1	5	527	2	0	34	0	0	884	105	45	1	0	39	0	3	141	8	0	65	20	0	0	1	49	0	9	0	0	0	8	276	4	4	0	13	19	1	2	1	0	0	0	17	0	0	0	0	0	0	0	0	29	0	9	0	0	0	0	2	3	0	0	5	26	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
OTU_189	9	0	2	0	4	0	0	24	1	5	1	0	16	0	0	97	201	33	0	401	0	0	0	0	11	0	610	35	55	0	1	96	8	0	27	3	4	248	6	26	10	0	0	0	1	39	14	2	21	0	9	0	0	96	0	2	0	3	1	5	8	4	3	0	0	10	0	0	0	0	0	0	0	1	0	3	4	0	4	0	1	0	3	0	0	0	4	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU_283	0	0	0	0	0	0	4	0	0	0	0	0	0	1	2	0	0	0	3	0	10	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	0	3	1	3	0	0	3	0	0	0	0	0	0	0	0	1	3	0	0	0	0	6	1	0	0	0	189	0	0	0	0	0	0	0	1	49	0	164	0	11	0	0	0	11	0	3	21	50	41	0	0	0	0	73	0	0	0	0	0	0	156	66	0	0	100	0	0	0	65	0	0	0	0	0	0	0	13	158	3	0	0	6	0	0	0	11	0	0	0	0	0	0	1	0	3	0	0	0
OTU_146	2	0	3	4	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	9	0	0	0	4	0	7	183	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2969	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	3	1	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	2	0	2	2	0	1	0	0	0	0	0	162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	1	0	1
OTU_47	0	0	15	0	2	0	11	25	0	16	22	0	0	0	0	0	2733	101	0	0	0	0	0	0	114	11	154	0	0	0	0	279	146	0	0	74	2	1	0	0	20	0	24	0	0	5	0	0	0	0	128	46	1	301	0	0	0	36	0	11	30	0	17	1	17	16	13	0	0	0	0	0	0	1877	0	453	4236	0	6060	0	545	0	766	3	1	10	0	0	9	1	34	13	0	0	0	14	0	0	0	0	5587	2	0	53	1	0	1	1	0	5	0	50	14	0	0	9	0	0	14	1	0	72	0	0	0	0	1	0	3	0	0	0	15	13	1	0	12	0	9	0	0	0	0	0
OTU_210	1	14	0	18	0	3	8	0	0	0	0	14	0	0	13	0	0	0	9	0	2	6	8	11	0	13	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	7	13	1	0	0	0	0	0	0	1	0	3	0	12	1	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	86	15	631	0	0	80	5	0	0	227	0	1	0	0	0	0	80	1	5	0	1	1	0	0	1	3	0	3	1	132	10	0	0	0	36	1	0	2	217	114	0	46	0	38	1	20	7	8
OTU_100	0	0	0	0	0	0	0	12	0	0	1492	0	0	0	0	2655	0	0	33	0	0	0	5	0	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	12	0	0	1	3	1	2	4	0	0	0	0	0	0	0	0	0	1	27	0	320	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	0	35	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU_1801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
